id,date,region,new,deathTotal,death,healed,positives,hospitalized,isolated,intensiveCare,groceriesPharmacy,parks,residential,retailRecreation,transit,workplaces
2020-10-18_06,2020-10-18,06,155,361,2,3973,2081,70,2011,14,-14,54,2,-16,0,-6
2020-10-18_07,2020-10-18,07,370,1636,3,12720,3759,441,3318,39,-10,9,4,-23,-18,-6
2020-10-18_08,2020-10-18,08,526,4515,6,27181,9163,506,8657,67,-8,55,2,-16,-15,-8
2020-10-18_09,2020-10-18,09,906,1194,5,11622,9986,440,9546,55,-10,26,3,-19,-14,-5
2020-10-18_10,2020-10-18,10,327,92,0,2219,2431,129,2302,14,-11,40,4,-19,2,-5
2020-10-18_11,2020-10-18,11,204,995,3,6418,2045,101,1944,13,-11,44,3,-19,7,-3
2020-10-18_12,2020-10-18,12,1198,1024,6,9584,14380,1184,13196,99,-10,11,3,-22,-31,-8
2020-10-18_13,2020-10-18,13,221,494,1,3187,2513,183,2330,13,-13,36,3,-19,-4,-4
2020-10-18_14,2020-10-18,14,27,26,0,575,355,12,343,0,-12,51,3,-17,-2,-3
2020-10-18_15,2020-10-18,15,1376,501,2,8453,16865,927,15938,78,-3,2,5,-25,-21,-11
2020-10-18_16,2020-10-18,16,301,635,3,5517,5233,413,4820,36,-7,52,2,-15,-10,-3
2020-10-18_17,2020-10-18,17,48,39,1,555,680,43,637,0,0,48,4,-7,-17,2
2020-10-18_18,2020-10-18,18,78,104,0,1585,1072,66,1006,5,-5,15,3,-20,-7,2
2020-10-18_19,2020-10-18,19,548,365,3,5137,6790,563,6227,70,-14,0,4,-25,-18,-5
2020-10-18_20,2020-10-18,20,230,174,2,2526,3396,237,3159,29,-11,28,4,-17,-11,1
2020-10-18_21,2020-10-18,21,171,293,0,2919,1607,74,1533,7,-16,27,2,-23,15,-9
2020-10-18_22,2020-10-18,22,48,417,0,5627,801,38,763,0,-32,11,3,-29,-14,-15
2020-10-19_0,2020-10-19,0,9338,36616,73,252959,134003,8473,125530,797,-2,11,6,-16,-21,-18
2020-10-19_01,2020-10-19,01,933,4203,5,30113,10607,944,9663,61,-6,-2,7,-19,-23,-19
2020-10-19_02,2020-10-19,02,135,146,0,1142,658,30,628,4,-5,-3,6,-32,-35,-20
2020-10-19_03,2020-10-19,03,1687,17084,6,86738,24634,1249,23385,113,-8,6,8,-21,-31,-23
2020-10-19_05,2020-10-19,05,502,2255,-1,24253,9845,440,9405,44,-5,15,4,-14,-16,-13
2020-10-19_06,2020-10-19,06,90,364,3,3973,2168,75,2093,13,-3,37,5,-12,-6,-13
2020-10-19_07,2020-10-19,07,323,1641,5,12886,3911,470,3441,34,1,17,5,-15,-17,-19
2020-10-19_08,2020-10-19,08,552,4518,3,27222,9670,551,9119,70,1,21,4,-13,-16,-10
2020-10-19_09,2020-10-19,09,986,1206,12,11731,10851,511,10340,62,0,16,5,-14,-18,-14
2020-10-19_10,2020-10-19,10,167,93,1,2247,2569,146,2423,15,-1,32,4,-15,-7,-11
2020-10-19_11,2020-10-19,11,98,995,0,6443,2118,113,2005,16,0,20,4,-13,-10,-10
2020-10-19_12,2020-10-19,12,939,1033,9,9703,15191,1241,13950,111,-3,-9,8,-19,-32,-27
2020-10-19_13,2020-10-19,13,159,494,0,3190,2669,210,2459,13,1,16,4,-12,-7,-14
2020-10-19_14,2020-10-19,14,38,26,0,575,393,12,381,0,-3,6,3,-10,-3,-9
2020-10-19_15,2020-10-19,15,1593,522,21,8576,18314,969,17345,85,-2,-4,9,-21,-29,-29
2020-10-19_16,2020-10-19,16,321,639,4,5604,5463,435,5028,38,6,22,3,-9,-18,-14
2020-10-19_17,2020-10-19,17,22,39,0,559,698,52,646,1,9,20,4,-11,-30,-10
2020-10-19_18,2020-10-19,18,108,104,0,1595,1170,71,1099,5,7,29,4,-11,-5,-13
2020-10-19_19,2020-10-19,19,362,368,3,5267,7019,593,6426,72,1,2,5,-16,-14,-15
2020-10-19_20,2020-10-19,20,159,174,0,2579,3502,243,3259,33,3,39,4,-11,-4,-14
2020-10-19_21,2020-10-19,21,85,294,1,2920,1690,74,1616,7,0,-7,4,-20,5,-13
2020-10-19_22,2020-10-19,22,79,418,1,5643,863,44,819,0,-1,-18,5,-24,-12,-13
2020-10-20_0,2020-10-20,0,10874,36705,89,255005,142739,9324,133415,870,0,14,6,-15,-21,-18
2020-10-20_01,2020-10-20,01,1396,4209,6,30228,11882,1099,10783,62,-3,0,6,-18,-23,-19
2020-10-20_02,2020-10-20,02,75,146,0,1150,725,41,684,5,-5,-1,7,-34,-36,-20
2020-10-20_03,2020-10-20,03,2023,17103,19,87072,26304,1391,24913,123,-5,14,8,-19,-30,-22
2020-10-20_05,2020-10-20,05,490,2268,13,24319,10256,510,9746,51,-3,21,4,-11,-16,-13
2020-10-20_06,2020-10-20,06,131,366,2,4338,1932,79,1853,14,-3,41,5,-10,0,-13
2020-10-20_07,2020-10-20,07,907,1647,6,13214,4484,537,3947,32,1,16,6,-18,-18,-20
2020-10-20_08,2020-10-20,08,507,4523,5,27226,10168,609,9559,78,2,24,5,-12,-17,-12
2020-10-20_09,2020-10-20,09,812,1208,2,11846,11546,547,10999,72,-2,27,5,-15,-17,-15
2020-10-20_10,2020-10-20,10,194,93,0,2335,2675,170,2505,20,1,31,4,-15,-8,-12
2020-10-20_11,2020-10-20,11,89,996,1,6467,2182,118,2064,19,4,30,4,-12,-11,-11
2020-10-20_12,2020-10-20,12,1224,1038,5,9780,16333,1319,15014,123,-2,-6,8,-18,-33,-27
2020-10-20_13,2020-10-20,13,184,495,1,3194,2845,225,2620,15,4,26,4,-11,-6,-14
2020-10-20_14,2020-10-20,14,26,26,0,581,413,12,401,0,4,18,2,-8,1,-6
2020-10-20_15,2020-10-20,15,1312,534,12,8732,19458,1037,18421,91,2,0,9,-21,-29,-29
2020-10-20_16,2020-10-20,16,295,642,3,5629,5730,471,5259,39,7,20,3,-10,-18,-15
2020-10-20_17,2020-10-20,17,17,39,0,561,713,52,661,1,8,32,4,-9,-26,-8
2020-10-20_18,2020-10-20,18,94,104,0,1607,1252,79,1173,6,6,32,4,-11,-7,-13
2020-10-20_19,2020-10-20,19,574,378,10,5353,7497,619,6878,77,2,16,4,-16,-13,-15
2020-10-20_20,2020-10-20,20,221,177,3,2613,3686,260,3426,34,6,43,4,-10,-9,-13
2020-10-20_21,2020-10-20,21,209,295,1,2924,1894,103,1791,7,-1,-3,5,-19,5,-12
2020-10-20_22,2020-10-20,22,94,418,0,5836,764,46,718,1,0,-9,5,-21,-10,-11
2020-10-21_0,2020-10-21,0,15199,36832,127,257374,155442,9983,145459,926,0,12,6,-16,-22,-17
2020-10-21_01,2020-10-21,01,1799,4216,7,30467,13435,1185,12250,74,-3,-6,7,-18,-25,-18
2020-10-21_02,2020-10-21,02,111,146,0,1155,831,47,784,5,-8,-10,8,-35,-36,-20
2020-10-21_03,2020-10-21,03,4125,17123,20,87591,29890,1655,28235,134,-4,6,8,-21,-31,-21
2020-10-21_05,2020-10-21,05,1422,2282,14,24550,11433,495,10938,56,-3,10,4,-13,-16,-11
2020-10-21_06,2020-10-21,06,219,367,1,4382,2106,92,2014,16,-2,13,5,-14,-4,-12
2020-10-21_07,2020-10-21,07,546,1656,9,13614,4621,578,4043,31,0,1,7,-20,-19,-18
2020-10-21_08,2020-10-21,08,671,4531,8,27257,10800,682,10118,86,0,24,5,-13,-16,-12
2020-10-21_09,2020-10-21,09,866,1221,13,12006,12239,579,11660,76,-3,10,6,-17,-18,-15
2020-10-21_10,2020-10-21,10,350,95,2,2403,2955,172,2783,20,-1,22,5,-14,-9,-12
2020-10-21_11,2020-10-21,11,226,997,1,6497,2377,134,2243,19,1,27,4,-13,-7,-11
2020-10-21_12,2020-10-21,12,1219,1054,16,9913,17403,1355,16048,129,0,-10,8,-19,-33,-26
2020-10-21_13,2020-10-21,13,252,500,5,3195,3091,226,2865,14,6,25,4,-10,-8,-12
2020-10-21_14,2020-10-21,14,22,26,0,591,425,10,415,1,3,9,2,-7,-1,-6
2020-10-21_15,2020-10-21,15,1760,545,11,8838,21101,1081,20020,85,2,-3,9,-21,-30,-28
2020-10-21_16,2020-10-21,16,324,644,2,5690,5991,480,5511,42,8,23,3,-9,-19,-13
2020-10-21_17,2020-10-21,17,85,39,0,584,775,52,723,4,10,26,3,-8,-23,-8
2020-10-21_18,2020-10-21,18,136,105,1,1614,1380,87,1293,6,8,24,4,-13,-8,-13
2020-10-21_19,2020-10-21,19,562,389,11,5551,7850,648,7202,83,4,14,4,-14,-16,-14
2020-10-21_20,2020-10-21,20,167,180,3,2652,3811,272,3539,36,5,43,4,-12,-5,-13
2020-10-21_21,2020-10-21,21,189,296,1,2926,2080,103,1977,7,-3,-2,5,-20,6,-12
2020-10-21_22,2020-10-21,22,148,420,2,5898,848,50,798,2,1,-8,5,-21,-7,-13
2020-10-22_0,2020-10-22,0,16079,36968,136,259456,169302,10686,158616,992,1,5,7,-17,-22,-18
2020-10-22_01,2020-10-22,01,1550,4227,11,30661,14780,1305,13475,79,-2,-8,7,-18,-24,-19
2020-10-22_02,2020-10-22,02,87,149,3,1165,905,51,854,3,-7,-13,8,-37,-38,-21
2020-10-22_03,2020-10-22,03,4125,17152,29,88059,33518,1841,31677,156,-4,-11,10,-22,-33,-23
2020-10-22_05,2020-10-22,05,1325,2301,19,24681,12608,559,12049,59,0,3,5,-13,-17,-12
2020-10-22_06,2020-10-22,06,220,368,1,4482,2225,97,2128,14,-1,11,5,-15,-2,-12
2020-10-22_07,2020-10-22,07,690,1673,17,13842,5066,574,4492,34,2,-4,8,-22,-20,-19
2020-10-22_08,2020-10-22,08,889,4537,6,27277,11663,722,10941,86,1,22,5,-13,-16,-12
2020-10-22_09,2020-10-22,09,1145,1229,8,12121,13261,606,12655,82,-1,5,6,-18,-18,-16
2020-10-22_10,2020-10-22,10,407,97,2,2493,3270,193,3077,22,0,19,5,-17,-12,-15
2020-10-22_11,2020-10-22,11,321,998,1,6570,2624,152,2472,19,2,33,4,-13,-6,-12
2020-10-22_12,2020-10-22,12,1251,1070,16,10020,18531,1424,17107,131,0,-10,8,-21,-32,-26
2020-10-22_13,2020-10-22,13,306,501,1,3214,3376,224,3152,16,5,17,4,-12,-6,-12
2020-10-22_14,2020-10-22,14,28,26,0,594,450,14,436,1,0,9,2,-11,-1,-8
2020-10-22_15,2020-10-22,15,1541,551,6,8913,22561,1131,21430,94,2,-5,9,-22,-30,-29
2020-10-22_16,2020-10-22,16,485,645,1,5886,6279,498,5781,50,8,21,3,-9,-17,-13
2020-10-22_17,2020-10-22,17,83,42,3,611,828,52,776,4,12,27,3,-8,-26,-7
2020-10-22_18,2020-10-22,18,187,105,0,1644,1537,94,1443,8,9,24,4,-13,-7,-13
2020-10-22_19,2020-10-22,19,796,397,8,5649,8540,677,7863,89,5,10,4,-14,-15,-15
2020-10-22_20,2020-10-22,20,243,181,1,2712,3993,300,3693,36,6,33,5,-11,-5,-14
2020-10-22_21,2020-10-22,21,247,296,0,2935,2318,114,2204,8,-3,-10,6,-24,4,-11
2020-10-22_22,2020-10-22,22,153,423,3,5927,969,58,911,1,1,-12,5,-24,-12,-11
2020-10-23_0,2020-10-23,0,19143,37059,91,261808,186002,11598,174404,1049,1,-7,8,-20,-28,-20
2020-10-23_01,2020-10-23,01,2032,4236,9,31002,16462,1446,15016,84,-2,-14,9,-21,-28,-21
2020-10-23_02,2020-10-23,02,97,149,0,1166,1001,53,948,3,-7,-24,9,-41,-42,-22
2020-10-23_03,2020-10-23,03,4916,17159,7,88536,37950,2197,35753,184,-8,-39,12,-28,-42,-25
2020-10-23_05,2020-10-23,05,1550,2308,7,24798,14034,579,13455,64,-1,-18,6,-17,-23,-14
2020-10-23_06,2020-10-23,06,340,369,1,4569,2477,107,2370,19,0,-3,6,-16,-5,-14
2020-10-23_07,2020-10-23,07,778,1680,7,14210,5469,631,4838,33,1,-5,9,-23,-26,-22
2020-10-23_08,2020-10-23,08,888,4547,10,27304,12514,743,11771,86,5,-1,6,-15,-22,-14
2020-10-23_09,2020-10-23,09,1290,1237,8,12290,14374,656,13718,82,0,1,7,-20,-21,-17
2020-10-23_10,2020-10-23,10,447,100,3,2577,3630,204,3426,21,3,18,5,-18,-9,-14
2020-10-23_11,2020-10-23,11,453,1000,2,6596,3049,174,2875,22,4,21,5,-16,-10,-13
2020-10-23_12,2020-10-23,12,1389,1081,11,10108,19821,1489,18332,135,1,-12,9,-24,-37,-27
2020-10-23_13,2020-10-23,13,234,503,2,3293,3529,244,3285,16,7,13,5,-14,-6,-14
2020-10-23_14,2020-10-23,14,56,26,0,606,494,14,480,1,4,11,3,-12,-6,-12
2020-10-23_15,2020-10-23,15,2280,563,12,9107,24635,1188,23447,98,7,-12,10,-25,-34,-30
2020-10-23_16,2020-10-23,16,590,646,1,5926,6828,531,6297,52,9,19,4,-11,-21,-15
2020-10-23_17,2020-10-23,17,89,42,0,621,907,58,849,4,12,23,5,-11,-29,-15
2020-10-23_18,2020-10-23,18,159,105,0,1645,1695,109,1586,9,8,31,5,-14,-11,-14
2020-10-23_19,2020-10-23,19,730,408,11,5772,9136,682,8454,89,6,15,4,-16,-18,-16
2020-10-23_20,2020-10-23,20,349,181,0,2768,4286,311,3975,36,8,23,5,-13,-7,-16
2020-10-23_21,2020-10-23,21,269,296,0,2940,2582,114,2468,8,1,-30,7,-28,-7,-12
2020-10-23_22,2020-10-23,22,207,423,0,5974,1129,68,1061,3,-2,-45,7,-30,-25,-14
2020-10-24_0,2020-10-24,0,19644,37210,151,264117,203182,12415,190767,1128,-4,-6,6,-25,-25,-14
2020-10-24_01,2020-10-24,01,1548,4248,12,31157,17843,1571,16272,88,-8,17,6,-26,-21,-12
2020-10-24_02,2020-10-24,02,112,152,3,1183,1093,60,1033,2,-9,-9,7,-45,-46,-20
2020-10-24_03,2020-10-24,03,4956,17210,51,88706,42685,2366,40319,213,-10,-2,8,-31,-32,-18
2020-10-24_05,2020-10-24,05,1729,2317,9,24931,15621,616,15005,68,-2,-3,5,-17,-20,-9
2020-10-24_06,2020-10-24,06,412,372,3,4679,2776,116,2660,16,-5,-2,6,-20,-8,-12
2020-10-24_07,2020-10-24,07,1035,1686,6,14948,5760,679,5081,38,-3,1,7,-26,-26,-12
2020-10-24_08,2020-10-24,08,1180,4557,10,27343,13642,812,12830,89,4,-1,5,-17,-18,-8
2020-10-24_09,2020-10-24,09,1526,1248,11,12491,15688,727,14961,87,-5,0,7,-26,-24,-12
2020-10-24_10,2020-10-24,10,525,102,2,2709,4021,228,3793,25,6,-7,8,-25,-24,-13
2020-10-24_11,2020-10-24,11,274,1001,1,6619,3299,201,3098,23,-2,-23,8,-25,-21,-12
2020-10-24_12,2020-10-24,12,1687,1090,9,10202,21405,1579,19826,141,-3,-26,7,-28,-37,-15
2020-10-24_13,2020-10-24,13,375,503,0,3455,3742,246,3496,18,2,-17,7,-23,-15,-14
2020-10-24_14,2020-10-24,14,66,27,1,640,525,18,507,2,3,-5,5,-18,-12,-9
2020-10-24_15,2020-10-24,15,1718,571,8,9149,26303,1226,25077,108,5,-34,10,-33,-39,-23
2020-10-24_16,2020-10-24,16,631,656,10,5977,7398,575,6823,53,3,-2,4,-19,-22,-12
2020-10-24_17,2020-10-24,17,50,44,2,630,945,58,887,5,7,3,6,-19,-37,-13
2020-10-24_18,2020-10-24,18,166,105,0,1657,1849,110,1739,10,3,2,4,-19,-6,-11
2020-10-24_19,2020-10-24,19,886,417,9,5896,9889,696,9193,90,2,7,4,-22,-18,-12
2020-10-24_20,2020-10-24,20,329,184,3,2794,4586,323,4263,36,4,14,5,-19,-10,-11
2020-10-24_21,2020-10-24,21,277,296,0,2943,2856,145,2711,12,-9,-18,7,-32,-24,-9
2020-10-24_22,2020-10-24,22,162,424,1,6008,1256,63,1193,4,-4,-10,5,-28,-20,-12
2020-10-25_0,2020-10-25,0,21273,37338,128,266203,222241,13214,209027,1208,-16,5,5,-28,-26,-9
2020-10-25_01,2020-10-25,01,2287,4259,11,31399,19877,1695,18182,94,-26,-10,6,-38,-31,-10
2020-10-25_02,2020-10-25,02,97,153,1,1191,1181,65,1116,2,-14,-17,7,-52,-54,-27
2020-10-25_03,2020-10-25,03,5762,17235,25,89145,47983,2557,45426,231,-25,4,7,-38,-36,-14
2020-10-25_05,2020-10-25,05,1468,2329,12,25036,16972,656,16316,71,-16,29,3,-18,-15,-6
2020-10-25_06,2020-10-25,06,334,374,2,4760,3027,135,2892,23,-9,45,3,-17,-2,-6
2020-10-25_07,2020-10-25,07,657,1691,5,15324,6036,737,5299,41,-10,-20,6,-29,-30,-10
2020-10-25_08,2020-10-25,08,1192,4561,4,27345,14828,845,13983,88,-8,36,3,-19,-23,-7
2020-10-25_09,2020-10-25,09,1863,1262,14,12708,17320,825,16495,111,-12,1,6,-26,-26,-7
2020-10-25_10,2020-10-25,10,463,105,3,2795,4395,244,4151,29,-75,-3,9,-47,-21,-16
2020-10-25_11,2020-10-25,11,521,1003,2,6711,3726,201,3525,23,-12,25,5,-23,-7,-5
2020-10-25_12,2020-10-25,12,1541,1100,10,10323,22815,1622,21193,146,-10,-10,5,-28,-40,-10
2020-10-25_13,2020-10-25,13,368,514,11,3469,4085,263,3822,18,-12,22,5,-24,-14,-6
2020-10-25_14,2020-10-25,14,26,28,1,640,550,22,528,2,-8,54,3,-19,-7,-2
2020-10-25_15,2020-10-25,15,2590,571,0,9322,28720,1264,27456,113,-4,-13,8,-32,-33,-12
2020-10-25_16,2020-10-25,16,515,663,7,6011,7872,605,7267,57,-8,50,3,-18,-18,-5
2020-10-25_17,2020-10-25,17,77,44,0,639,1013,58,955,5,-15,38,4,-14,-20,-2
2020-10-25_18,2020-10-25,18,179,106,1,1671,2013,116,1897,10,-6,3,4,-26,-19,-4
2020-10-25_19,2020-10-25,19,695,428,11,5914,10555,737,9818,95,-27,2,5,-34,-26,-8
2020-10-25_20,2020-10-25,20,195,191,7,2814,4754,333,4421,34,-8,12,3,-19,-16,0
2020-10-25_21,2020-10-25,21,339,296,0,2951,3187,158,3029,11,-18,-1,4,-35,-7,-14
2020-10-25_22,2020-10-25,22,104,425,1,6035,1332,76,1256,4,-34,0,4,-33,-18,-17
2020-10-26_0,2020-10-26,0,17012,37479,141,268626,236684,14281,222403,1284,-6,-14,9,-26,-32,-23
2020-10-26_01,2020-10-26,01,1625,4273,14,31620,21267,1951,19316,102,-11,-30,11,-27,-34,-24
2020-10-26_02,2020-10-26,02,144,154,1,1199,1316,77,1239,2,-9,-27,10,-41,-45,-23
2020-10-26_03,2020-10-26,03,3570,17252,17,90356,50325,2701,47624,242,-20,-48,13,-36,-48,-30
2020-10-26_05,2020-10-26,05,1129,2332,3,25087,18047,688,17359,76,-7,-5,7,-23,-22,-14
2020-10-26_06,2020-10-26,06,334,377,3,4833,3285,146,3139,27,-3,29,7,-19,-8,-15
2020-10-26_07,2020-10-26,07,419,1704,13,15324,6442,834,5608,46,-19,-40,13,-37,-38,-29
2020-10-26_08,2020-10-26,08,1146,4564,3,27544,15769,909,14860,93,-2,4,7,-21,-21,-11
2020-10-26_09,2020-10-26,09,2171,1275,13,12810,19376,889,18487,110,-4,-11,8,-24,-25,-17
2020-10-26_10,2020-10-26,10,263,108,3,2867,4583,270,4313,31,3,8,8,-21,-18,-16
2020-10-26_11,2020-10-26,11,238,1004,1,6752,3922,253,3669,26,-1,14,6,-18,-14,-13
2020-10-26_12,2020-10-26,12,1698,1116,16,10414,24406,1757,22649,158,-4,-24,11,-27,-39,-30
2020-10-26_13,2020-10-26,13,348,524,10,3537,4353,270,4083,21,1,11,6,-18,-13,-17
2020-10-26_14,2020-10-26,14,101,28,0,651,640,22,618,3,-3,-2,4,-16,-5,-11
2020-10-26_15,2020-10-26,15,1981,587,16,9332,30675,1314,29361,123,-5,-19,12,-31,-38,-32
2020-10-26_16,2020-10-26,16,424,673,10,6018,8279,648,7631,59,5,19,5,-15,-25,-18
2020-10-26_17,2020-10-26,17,8,44,0,651,1009,72,937,6,8,14,5,-16,-33,-13
2020-10-26_18,2020-10-26,18,180,108,2,1678,2184,117,2067,9,4,24,7,-18,-15,-22
2020-10-26_19,2020-10-26,19,568,439,11,6081,10945,775,10170,98,2,-5,7,-21,-25,-22
2020-10-26_20,2020-10-26,20,231,192,1,2878,4920,338,4582,35,-5,2,7,-22,-17,-19
2020-10-26_21,2020-10-26,21,321,299,3,2955,3501,164,3337,12,-9,-50,9,-31,-12,-17
2020-10-26_22,2020-10-26,22,113,426,1,6039,1440,86,1354,5,-10,-53,9,-36,-25,-15
2020-10-27_0,2020-10-27,0,21994,37700,221,271988,255090,15366,239724,1411,1,1,9,-21,-29,-24
2020-10-27_01,2020-10-27,01,2458,4286,13,32092,23240,2137,21103,121,0,14,9,-21,-29,-25
2020-10-27_02,2020-10-27,02,57,156,2,1203,1367,106,1261,7,-5,1,8,-38,-35,-23
2020-10-27_03,2020-10-27,03,5035,17310,58,90774,54884,2986,51898,271,-2,12,12,-24,-40,-29
2020-10-27_05,2020-10-27,05,1526,2344,12,25131,19517,747,18770,83,-1,13,7,-17,-20,-15
2020-10-27_06,2020-10-27,06,241,378,1,4913,3445,170,3275,31,0,18,9,-17,-13,-18
2020-10-27_07,2020-10-27,07,1127,1718,14,15922,6957,882,6075,45,7,29,8,-19,-20,-25
2020-10-27_08,2020-10-27,08,1413,4579,15,27626,17080,1037,16043,103,3,20,7,-18,-20,-14
2020-10-27_09,2020-10-27,09,1823,1290,15,12954,21040,923,20117,119,-1,9,9,-21,-26,-21
2020-10-27_10,2020-10-27,10,314,110,2,3001,4761,285,4476,37,2,6,8,-22,-18,-18
2020-10-27_11,2020-10-27,11,380,1006,2,6827,4225,278,3947,28,5,14,7,-18,-17,-17
2020-10-27_12,2020-10-27,12,1993,1139,23,10648,26142,1798,24344,166,0,-17,11,-24,-39,-32
2020-10-27_13,2020-10-27,13,345,532,8,3618,4609,306,4303,22,6,6,7,-18,-15,-20
2020-10-27_14,2020-10-27,14,66,29,1,664,692,21,671,4,6,0,6,-14,-9,-15
2020-10-27_15,2020-10-27,15,2761,607,20,9907,32841,1350,31491,140,-3,-28,13,-33,-42,-34
2020-10-27_16,2020-10-27,16,611,686,13,6187,8708,697,8011,62,5,5,7,-17,-27,-21
2020-10-27_17,2020-10-27,17,77,44,0,661,1076,75,1001,7,4,10,8,-18,-38,-16
2020-10-27_18,2020-10-27,18,234,111,3,1768,2325,126,2199,9,1,-2,8,-23,-24,-24
2020-10-27_19,2020-10-27,19,860,449,10,6142,11734,830,10904,103,-2,-18,9,-25,-28,-24
2020-10-27_20,2020-10-27,20,174,199,7,2904,5061,342,4719,36,9,10,8,-17,-22,-21
2020-10-27_21,2020-10-27,21,242,300,1,2959,3738,181,3557,12,-3,-29,8,-28,0,-17
2020-10-27_22,2020-10-27,22,257,427,1,6087,1648,89,1559,5,0,-22,7,-26,-15,-14
2020-10-28_0,2020-10-28,0,24991,37905,205,275404,276457,16517,259940,1536,0,7,9,-23,-30,-23
2020-10-28_01,2020-10-28,01,2827,4305,19,32353,25787,2372,23415,135,-2,7,10,-22,-32,-24
2020-10-28_02,2020-10-28,02,77,157,1,1216,1430,114,1316,7,-6,-9,9,-39,-38,-23
2020-10-28_03,2020-10-28,03,7558,17357,47,91763,61406,3364,58042,292,-4,16,12,-26,-40,-28
2020-10-28_05,2020-10-28,05,2143,2355,11,25180,21600,798,20802,90,-4,8,7,-20,-28,-17
2020-10-28_06,2020-10-28,06,406,382,4,5028,3732,181,3551,35,0,21,8,-19,-16,-18
2020-10-28_07,2020-10-28,07,926,1733,15,16312,7478,924,6554,46,2,12,9,-23,-24,-23
2020-10-28_08,2020-10-28,08,1212,4593,14,27671,18230,1118,17112,119,0,21,8,-20,-21,-15
2020-10-28_09,2020-10-28,09,1708,1297,7,13335,22360,987,21373,130,-4,5,9,-24,-28,-21
2020-10-28_10,2020-10-28,10,401,114,4,3160,4999,292,4707,37,-2,6,8,-22,-15,-18
2020-10-28_11,2020-10-28,11,351,1008,2,6875,4526,282,4244,32,1,17,7,-19,-14,-16
2020-10-28_12,2020-10-28,12,1963,1158,19,10788,27946,1835,26111,166,1,-15,11,-26,-40,-31
2020-10-28_13,2020-10-28,13,434,534,2,3630,5029,332,4697,26,7,18,7,-17,-17,-20
2020-10-28_14,2020-10-28,14,19,31,2,674,699,23,676,4,5,-7,6,-15,-14,-15
2020-10-28_15,2020-10-28,15,2427,624,17,10272,34886,1395,33491,160,3,-15,12,-29,-37,-32
2020-10-28_16,2020-10-28,16,772,699,13,6217,9437,760,8677,70,9,-4,7,-17,-31,-20
2020-10-28_17,2020-10-28,17,120,47,3,670,1184,80,1104,7,12,0,8,-18,-36,-16
2020-10-28_18,2020-10-28,18,196,111,0,1785,2504,131,2373,11,8,-10,10,-22,-21,-25
2020-10-28_19,2020-10-28,19,708,459,10,6386,12188,898,11290,111,5,-7,8,-20,-30,-23
2020-10-28_20,2020-10-28,20,362,205,6,2973,5348,335,5013,37,5,31,7,-18,-18,-20
2020-10-28_21,2020-10-28,21,190,304,4,2962,3921,196,3725,15,-7,-25,8,-27,-8,-18
2020-10-28_22,2020-10-28,22,191,432,5,6154,1767,100,1667,6,0,-16,7,-27,-13,-14
2020-10-29_0,2020-10-29,0,26831,38122,217,279282,299191,17615,281576,1651,0,-1,10,-24,-32,-24
2020-10-29_01,2020-10-29,01,2585,4332,27,32807,27891,2527,25364,146,-2,2,10,-24,-32,-25
2020-10-29_02,2020-10-29,02,178,162,5,1235,1584,127,1457,7,-5,-19,10,-40,-41,-25
2020-10-29_03,2020-10-29,03,7339,17414,57,92567,67884,3700,64184,345,-6,3,12,-27,-42,-29
2020-10-29_05,2020-10-29,05,2109,2371,16,25247,23626,856,22770,97,-2,4,8,-21,-29,-18
2020-10-29_06,2020-10-29,06,468,387,5,5115,4108,186,3922,34,1,10,8,-21,-18,-18
2020-10-29_07,2020-10-29,07,1018,1742,9,16863,7936,957,6979,50,4,7,10,-24,-25,-25
2020-10-29_08,2020-10-29,08,1545,4601,8,27724,19713,1177,18536,123,0,12,9,-21,-27,-18
2020-10-29_09,2020-10-29,09,1966,1310,13,13678,23970,1093,22877,137,-2,-9,10,-26,-31,-22
2020-10-29_10,2020-10-29,10,694,119,5,3277,5571,301,5270,41,0,-6,8,-25,-18,-20
2020-10-29_11,2020-10-29,11,686,1009,1,6950,5136,286,4850,39,3,13,8,-21,-18,-18
2020-10-29_12,2020-10-29,12,1995,1173,15,11002,29712,1954,27758,168,-1,-19,12,-28,-41,-32
2020-10-29_13,2020-10-29,13,482,540,6,3690,5444,357,5087,26,5,1,8,-19,-18,-20
2020-10-29_14,2020-10-29,14,94,32,1,675,791,23,768,4,0,-4,5,-19,-13,-17
2020-10-29_15,2020-10-29,15,3103,644,20,10537,37704,1461,36243,164,0,-18,12,-31,-38,-33
2020-10-29_16,2020-10-29,16,716,706,7,6361,10002,747,9255,78,8,10,6,-16,-26,-20
2020-10-29_17,2020-10-29,17,86,47,0,684,1256,81,1175,7,12,10,7,-15,-34,-16
2020-10-29_18,2020-10-29,18,225,113,2,1798,2714,141,2573,7,9,6,8,-21,-17,-24
2020-10-29_19,2020-10-29,19,789,472,13,6605,12745,954,11791,115,6,-3,7,-20,-27,-23
2020-10-29_20,2020-10-29,20,282,207,2,3035,5566,361,5205,39,4,8,8,-19,-23,-21
2020-10-29_21,2020-10-29,21,298,306,2,2962,4217,208,4009,15,-7,-32,9,-30,-14,-17
2020-10-29_22,2020-10-29,22,173,435,3,6470,1621,118,1503,9,-1,-18,7,-29,-19,-14
2020-10-30_0,2020-10-30,0,31084,38321,199,283567,325786,18740,307046,1746,3,2,10,-26,-31,-25
