id,date,region,new,deathTotal,death,healed,positives,hospitalized,isolated,intensiveCare,groceriesPharmacy,parks,residential,retailRecreation,transit,workplaces
2020-02-24_0,2020-02-24,0,221,7,7,1,221,127,94,26,23,22,4,-4,-15,-14
2020-02-24_01,2020-02-24,01,3,0,0,0,3,2,1,0,23,31,5,-6,-21,-21
2020-02-24_02,2020-02-24,02,0,0,0,0,0,0,0,0,39,62,3,34,19,-18
2020-02-24_03,2020-02-24,03,166,6,6,0,166,95,71,19,27,28,9,-18,-32,-22
2020-02-24_05,2020-02-24,05,32,1,1,0,32,16,16,4,28,14,6,-12,-21,-18
2020-02-24_06,2020-02-24,06,0,0,0,0,0,0,0,0,26,22,5,-5,-20,-18
2020-02-24_07,2020-02-24,07,0,0,0,0,0,0,0,0,24,15,5,-2,-13,-16
2020-02-24_08,2020-02-24,08,18,0,0,0,18,12,6,2,33,25,6,-7,-18,-13
2020-02-24_09,2020-02-24,09,0,0,0,0,0,0,0,0,25,20,0,3,0,0
2020-02-24_10,2020-02-24,10,0,0,0,0,0,0,0,0,20,35,0,3,4,1
2020-02-24_11,2020-02-24,11,0,0,0,0,0,0,0,0,25,22,1,4,3,-1
2020-02-24_12,2020-02-24,12,2,0,0,1,2,2,0,1,18,17,1,2,-3,-3
2020-02-24_13,2020-02-24,13,0,0,0,0,0,0,0,0,19,25,1,5,2,-10
2020-02-24_14,2020-02-24,14,0,0,0,0,0,0,0,0,12,9,0,6,0,-7
2020-02-24_15,2020-02-24,15,0,0,0,0,0,0,0,0,18,2,3,-1,-5,-16
2020-02-24_16,2020-02-24,16,0,0,0,0,0,0,0,0,14,28,2,2,-1,-15
2020-02-24_17,2020-02-24,17,0,0,0,0,0,0,0,0,15,32,2,0,-8,-19
2020-02-24_18,2020-02-24,18,0,0,0,0,0,0,0,0,20,13,2,-2,-5,-5
2020-02-24_19,2020-02-24,19,0,0,0,0,0,0,0,0,14,12,3,-1,-7,-12
2020-02-24_20,2020-02-24,20,0,0,0,0,0,0,0,0,5,33,2,1,-3,-12
2020-02-24_21,2020-02-24,21,0,0,0,0,0,0,0,0,23,30,3,13,-3,-20
2020-02-24_22,2020-02-24,22,0,0,0,0,0,0,0,0,29,46,4,10,-3,-19
2020-02-25_0,2020-02-25,0,93,10,3,1,311,150,162,35,5,20,5,-6,-18,-15
2020-02-25_01,2020-02-25,01,0,0,0,0,3,2,1,0,3,3,7,-10,-26,-21
2020-02-25_02,2020-02-25,02,0,0,0,0,0,0,0,0,23,80,2,23,27,-18
2020-02-25_03,2020-02-25,03,68,9,3,0,231,104,127,25,3,8,11,-22,-37,-23
2020-02-25_05,2020-02-25,05,10,1,0,0,42,19,23,7,3,9,7,-11,-26,-19
2020-02-25_06,2020-02-25,06,0,0,0,0,0,0,0,0,3,3,7,-9,-23,-18
2020-02-25_07,2020-02-25,07,1,0,0,0,1,1,0,0,4,9,6,-8,-18,-16
2020-02-25_08,2020-02-25,08,8,0,0,0,26,17,9,2,1,24,7,-11,-23,-15
2020-02-25_09,2020-02-25,09,2,0,0,0,2,2,0,0,12,32,1,0,-6,-1
2020-02-25_10,2020-02-25,10,0,0,0,0,0,0,0,0,9,20,1,0,1,1
2020-02-25_11,2020-02-25,11,0,0,0,0,0,0,0,0,8,57,2,3,1,-4
2020-02-25_12,2020-02-25,12,0,0,0,1,2,2,0,1,7,12,1,1,-7,-3
2020-02-25_13,2020-02-25,13,0,0,0,0,0,0,0,0,7,50,3,4,-3,-15
2020-02-25_14,2020-02-25,14,0,0,0,0,0,0,0,0,2,14,1,7,-4,-11
2020-02-25_15,2020-02-25,15,0,0,0,0,0,0,0,0,-2,17,5,-2,-7,-20
2020-02-25_16,2020-02-25,16,0,0,0,0,0,0,0,0,4,28,2,2,-2,-15
2020-02-25_17,2020-02-25,17,0,0,0,0,0,0,0,0,0,33,4,-1,-7,-19
2020-02-25_18,2020-02-25,18,0,0,0,0,0,0,0,0,7,27,3,-4,-7,-12
2020-02-25_19,2020-02-25,19,3,0,0,0,3,1,2,0,8,35,3,-1,-9,-12
2020-02-25_20,2020-02-25,20,0,0,0,0,0,0,0,0,-1,74,2,4,1,-17
2020-02-25_21,2020-02-25,21,1,0,0,0,1,1,0,0,16,19,7,4,-15,-25
2020-02-25_22,2020-02-25,22,0,0,0,0,0,0,0,0,13,14,8,-1,-11,-22
2020-02-26_0,2020-02-26,0,78,12,2,3,385,164,221,36,-5,-6,6,-13,-23,-12
2020-02-26_01,2020-02-26,01,0,0,0,0,3,2,1,0,-7,-12,8,-14,-29,-19
2020-02-26_02,2020-02-26,02,0,0,0,0,0,0,0,0,9,7,6,0,-2,-17
2020-02-26_03,2020-02-26,03,18,9,0,0,249,104,145,25,-7,-5,11,-23,-40,-23
2020-02-26_05,2020-02-26,05,28,2,1,0,69,24,45,8,-7,-6,7,-15,-29,-17
2020-02-26_06,2020-02-26,06,0,0,0,0,0,0,0,0,-7,-18,7,-14,-26,-18
2020-02-26_07,2020-02-26,07,10,0,0,0,11,6,5,0,-4,2,6,-10,-18,-16
2020-02-26_08,2020-02-26,08,21,1,1,0,46,23,23,3,-9,-16,8,-18,-31,-15
2020-02-26_09,2020-02-26,09,0,0,0,0,2,2,0,0,-5,-19,3,-11,-15,-2
2020-02-26_10,2020-02-26,10,0,0,0,0,0,0,0,0,-1,-11,2,-8,-6,0
2020-02-26_11,2020-02-26,11,1,0,0,0,1,1,0,0,2,-10,6,-10,-18,-12
2020-02-26_12,2020-02-26,12,0,0,0,3,0,0,0,0,-3,-7,2,-8,-10,0
2020-02-26_13,2020-02-26,13,0,0,0,0,0,0,0,0,1,-10,2,-5,-11,-3
2020-02-26_14,2020-02-26,14,0,0,0,0,0,0,0,0,-3,-8,2,-5,-4,-5
2020-02-26_15,2020-02-26,15,0,0,0,0,0,0,0,0,-6,-14,4,-10,-11,-11
2020-02-26_16,2020-02-26,16,0,0,0,0,0,0,0,0,0,0,2,-7,-10,-5
2020-02-26_17,2020-02-26,17,0,0,0,0,0,0,0,0,-2,-5,2,-9,-10,-3
2020-02-26_18,2020-02-26,18,0,0,0,0,0,0,0,0,-4,-8,3,-13,-14,-6
2020-02-26_19,2020-02-26,19,0,0,0,0,3,1,2,0,-3,-1,4,-11,-17,-12
2020-02-26_20,2020-02-26,20,0,0,0,0,0,0,0,0,-2,-6,2,-7,-5,-4
2020-02-26_21,2020-02-26,21,0,0,0,0,1,1,0,0,4,3,5,0,-15,-21
2020-02-26_22,2020-02-26,22,0,0,0,0,0,0,0,0,1,-7,7,-4,-17,-15
2020-02-27_0,2020-02-27,0,250,17,5,45,588,304,284,56,-3,-1,6,-10,-22,-12
2020-02-27_01,2020-02-27,01,-1,0,0,0,2,2,0,0,-4,-2,7,-9,-26,-18
2020-02-27_02,2020-02-27,02,0,0,0,0,0,0,0,0,3,2,7,2,-1,-14
2020-02-27_03,2020-02-27,03,145,14,5,40,349,213,136,41,-7,7,10,-19,-39,-23
2020-02-27_05,2020-02-27,05,40,2,0,0,109,27,82,8,-5,2,7,-11,-29,-15
2020-02-27_06,2020-02-27,06,0,0,0,0,0,0,0,0,-4,5,6,-9,-22,-14
2020-02-27_07,2020-02-27,07,8,0,0,0,19,9,10,0,-4,5,6,-9,-18,-16
2020-02-27_08,2020-02-27,08,50,1,0,0,96,42,54,6,-6,3,7,-12,-29,-15
2020-02-27_09,2020-02-27,09,0,0,0,0,2,2,0,0,-7,-17,3,-10,-13,-1
2020-02-27_10,2020-02-27,10,0,0,0,0,0,0,0,0,0,2,2,-5,-5,0
2020-02-27_11,2020-02-27,11,2,0,0,0,3,3,0,1,0,11,6,-6,-16,-11
2020-02-27_12,2020-02-27,12,0,0,0,3,0,0,0,0,0,0,1,-4,-9,1
2020-02-27_13,2020-02-27,13,1,0,0,0,1,1,0,0,3,-1,2,-3,-8,0
2020-02-27_14,2020-02-27,14,0,0,0,0,0,0,0,0,-1,-8,1,-2,-2,0
2020-02-27_15,2020-02-27,15,3,0,0,0,3,2,1,0,-1,-4,5,-6,-15,-16
2020-02-27_16,2020-02-27,16,1,0,0,0,1,1,0,0,2,-16,3,-8,-13,-4
2020-02-27_17,2020-02-27,17,0,0,0,0,0,0,0,0,2,-3,3,-6,-10,-2
2020-02-27_18,2020-02-27,18,0,0,0,0,0,0,0,0,-1,-12,4,-9,-15,-4
2020-02-27_19,2020-02-27,19,1,0,0,2,2,1,1,0,-1,-5,4,-8,-16,-8
2020-02-27_20,2020-02-27,20,0,0,0,0,0,0,0,0,0,-6,2,-3,-4,0
2020-02-27_21,2020-02-27,21,0,0,0,0,1,1,0,0,2,1,5,-2,-10,-20
2020-02-27_22,2020-02-27,22,0,0,0,0,0,0,0,0,3,8,6,0,-13,-15
2020-02-28_0,2020-02-28,0,238,21,4,46,821,409,412,64,-2,11,5,-8,-20,-12
2020-02-28_01,2020-02-28,01,9,0,0,0,11,7,4,0,-3,24,7,-8,-22,-17
2020-02-28_02,2020-02-28,02,0,0,0,0,0,0,0,0,18,36,4,21,9,-13
2020-02-28_03,2020-02-28,03,128,17,3,40,474,282,192,47,-6,32,10,-16,-37,-24
2020-02-28_05,2020-02-28,05,40,2,0,0,149,33,116,9,-4,10,7,-10,-28,-15
2020-02-28_06,2020-02-28,06,0,0,0,0,0,0,0,0,-5,14,6,-7,-21,-14
2020-02-28_07,2020-02-28,07,0,0,0,0,19,9,10,0,2,66,4,1,-11,-14
2020-02-28_08,2020-02-28,08,48,2,1,0,143,62,81,6,-5,12,7,-11,-28,-15
2020-02-28_09,2020-02-28,09,6,0,0,1,7,5,2,0,-1,21,1,-2,-8,0
2020-02-28_10,2020-02-28,10,0,0,0,0,0,0,0,0,1,12,0,-2,-1,1
2020-02-28_11,2020-02-28,11,3,0,0,0,6,5,1,2,-3,5,6,-7,-18,-11
2020-02-28_12,2020-02-28,12,0,0,0,3,0,0,0,0,0,5,1,-3,-7,1
2020-02-28_13,2020-02-28,13,0,0,0,0,1,1,0,0,2,-3,2,-3,-11,-1
2020-02-28_14,2020-02-28,14,0,0,0,0,0,0,0,0,1,-9,1,0,-4,0
2020-02-28_15,2020-02-28,15,1,0,0,0,4,2,2,0,-1,-9,5,-6,-16,-16
2020-02-28_16,2020-02-28,16,2,0,0,0,3,1,2,0,-1,-18,3,-9,-16,-3
2020-02-28_17,2020-02-28,17,0,0,0,0,0,0,0,0,-2,-15,3,-8,-10,-2
2020-02-28_18,2020-02-28,18,1,0,0,0,1,0,1,0,-3,-13,4,-10,-21,-5
2020-02-28_19,2020-02-28,19,0,0,0,2,2,1,1,0,-2,-4,4,-8,-19,-8
2020-02-28_20,2020-02-28,20,0,0,0,0,0,0,0,0,1,4,1,-3,-4,0
2020-02-28_21,2020-02-28,21,0,0,0,0,1,1,0,0,-1,1,6,-4,-12,-20
2020-02-28_22,2020-02-28,22,0,0,0,0,0,0,0,0,1,19,6,0,-10,-14
2020-02-29_01,2020-02-29,01,0,0,0,0,11,7,4,0,-1,-8,5,-12,-18,-7
2020-02-29_02,2020-02-29,02,0,0,0,0,0,0,0,0,7,7,2,-1,3,-1
2020-02-29_03,2020-02-29,03,84,23,6,40,552,336,216,80,-5,-12,8,-24,-34,-20
2020-02-29_05,2020-02-29,05,40,2,0,0,189,35,154,11,-1,-2,5,-13,-26,-16
2020-02-29_06,2020-02-29,06,0,0,0,0,0,0,0,0,-1,16,4,-10,-16,-12
2020-02-29_07,2020-02-29,07,23,0,0,4,38,5,33,1,-4,-20,5,-16,-21,-3
2020-02-29_08,2020-02-29,08,72,4,2,0,213,97,116,11,1,4,5,-13,-23,-16
2020-02-29_09,2020-02-29,09,3,0,0,1,10,7,3,0,-2,18,1,-5,-7,1
2020-02-29_10,2020-02-29,10,0,0,0,0,0,0,0,0,2,25,1,-3,0,1
2020-02-29_11,2020-02-29,11,5,0,0,0,11,8,3,2,1,13,5,-8,-10,-13
2020-02-29_12,2020-02-29,12,3,0,0,3,3,3,0,0,0,13,0,-2,-6,1
2020-02-29_13,2020-02-29,13,1,0,0,0,2,2,0,0,2,21,1,-2,-7,0
2020-02-29_14,2020-02-29,14,0,0,0,0,0,0,0,0,4,12,1,4,1,2
2020-02-29_15,2020-02-29,15,9,0,0,0,13,3,10,0,2,12,2,-3,-5,-10
2020-02-29_16,2020-02-29,16,0,0,0,0,3,1,2,0,2,4,2,-4,-10,-2
2020-02-29_17,2020-02-29,17,0,0,0,0,0,0,0,0,1,2,2,-2,8,1
2020-02-29_18,2020-02-29,18,0,0,0,0,1,0,1,0,-1,10,2,-4,-14,0
2020-02-29_19,2020-02-29,19,0,0,0,2,2,1,1,0,-2,3,2,-7,-13,-4
2020-02-29_20,2020-02-29,20,0,0,0,0,0,0,0,0,1,17,0,-2,4,0
2020-02-29_21,2020-02-29,21,0,0,0,0,1,1,0,0,-2,-5,2,-10,-4,-4
2020-02-29_22,2020-02-29,22,0,0,0,0,0,0,0,0,1,-5,4,-7,-12,-9
2020-02-29_0,2020-02-29,0,240,29,8,50,1049,506,543,105,-2,2,3,-10,-16,-9
2020-03-01_01,2020-03-01,01,38,0,0,0,49,13,36,2,-2,3,3,-11,-14,-3
2020-03-01_02,2020-03-01,02,0,0,0,0,0,0,0,0,11,6,2,-1,-2,-2
2020-03-01_03,2020-03-01,03,369,24,1,73,887,512,375,106,-9,-38,7,-33,-40,-14
2020-03-01_05,2020-03-01,05,72,2,0,0,261,64,197,13,-8,-65,8,-30,-42,-10
2020-03-01_06,2020-03-01,06,6,0,0,0,6,0,6,0,-13,-71,9,-34,-40,-9
2020-03-01_07,2020-03-01,07,-17,0,0,4,21,13,8,1,-8,-42,6,-22,-31,-9
2020-03-01_08,2020-03-01,08,68,8,4,0,277,140,137,13,-5,-39,6,-26,-38,-8
2020-03-01_09,2020-03-01,09,2,0,0,1,12,7,5,0,-11,-58,6,-22,-30,-4
2020-03-01_10,2020-03-01,10,2,0,0,0,2,0,2,0,-1,-32,4,-17,-11,-4
2020-03-01_11,2020-03-01,11,14,0,0,0,25,17,8,5,1,-21,5,-16,-17,-4
2020-03-01_12,2020-03-01,12,0,0,0,3,3,3,0,0,-6,-40,3,-17,-22,-3
2020-03-01_13,2020-03-01,13,3,0,0,0,5,3,2,0,4,-2,2,-7,-11,-2
2020-03-01_14,2020-03-01,14,0,0,0,0,0,0,0,0,4,6,2,4,-2,0
2020-03-01_15,2020-03-01,15,4,0,0,0,17,4,13,0,-1,-16,2,-11,-14,-2
2020-03-01_16,2020-03-01,16,0,0,0,0,3,1,2,0,1,23,2,-5,-11,-3
2020-03-01_17,2020-03-01,17,0,0,0,0,0,0,0,0,2,19,1,1,-1,0
2020-03-01_18,2020-03-01,18,0,0,0,0,1,0,1,0,1,44,1,1,-13,-1
2020-03-01_19,2020-03-01,19,5,0,0,2,7,1,6,0,-1,27,1,-4,-11,-2
2020-03-01_20,2020-03-01,20,0,0,0,0,0,0,0,0,1,-18,1,-3,0,-1
2020-03-01_21,2020-03-01,21,0,0,0,0,1,1,0,0,-1,-32,5,-19,-12,-2
2020-03-01_22,2020-03-01,22,0,0,0,0,0,0,0,0,-6,-55,8,-25,-33,-6
2020-03-01_0,2020-03-01,0,566,34,5,83,1577,779,798,140,-5,-30,4,-19,-26,-5
2020-03-02_0,2020-03-02,0,342,52,18,149,1835,908,927,166,-7,-26,5,-13,-25,-9
2020-03-02_01,2020-03-02,01,2,0,0,0,51,14,37,2,-10,-38,7,-15,-29,-15
2020-03-02_02,2020-03-02,02,0,0,0,0,0,0,0,0,2,-21,3,-8,-10,-1
2020-03-02_03,2020-03-02,03,270,38,14,139,1077,605,472,127,-18,-53,11,-26,-44,-20
2020-03-02_05,2020-03-02,05,10,2,0,0,271,67,204,14,-9,-40,7,-19,-36,-13
2020-03-02_06,2020-03-02,06,3,0,0,0,9,0,9,0,-5,-21,7,-12,-29,-13
2020-03-02_07,2020-03-02,07,-3,0,0,4,18,13,5,1,-23,-47,9,-26,-30,-18
2020-03-02_08,2020-03-02,08,50,11,3,0,324,164,160,16,-6,-25,6,-14,-31,-10
2020-03-02_09,2020-03-02,09,0,0,0,1,12,7,5,0,-6,-34,3,-11,-14,0
2020-03-02_10,2020-03-02,10,0,0,0,0,2,0,2,0,-3,-22,2,-10,-9,1
2020-03-02_11,2020-03-02,11,10,1,1,0,34,23,11,6,-1,-8,3,-7,-13,-2
2020-03-02_12,2020-03-02,12,1,0,0,3,4,3,1,0,-7,-29,2,-12,-13,1
2020-03-02_13,2020-03-02,13,0,0,0,0,5,3,2,0,3,-6,1,-3,-7,1
2020-03-02_14,2020-03-02,14,0,0,0,0,0,0,0,0,-1,-17,1,-2,1,1
2020-03-02_15,2020-03-02,15,0,0,0,0,17,4,13,0,0,-16,2,-8,-10,-3
2020-03-02_16,2020-03-02,16,1,0,0,0,4,2,2,0,3,4,1,-3,-9,0
2020-03-02_17,2020-03-02,17,0,0,0,0,0,0,0,0,3,1,0,-2,-8,1
2020-03-02_18,2020-03-02,18,0,0,0,0,1,0,1,0,3,20,1,-1,-12,0
2020-03-02_19,2020-03-02,19,-2,0,0,2,5,2,3,0,0,0,2,-4,-13,-5
2020-03-02_20,2020-03-02,20,0,0,0,0,0,0,0,0,0,-24,2,-8,-8,-1
2020-03-02_21,2020-03-02,21,0,0,0,0,1,1,0,0,-5,-30,2,-13,-9,0
2020-03-02_22,2020-03-02,22,0,0,0,0,0,0,0,0,-11,-42,4,-17,-15,0
2020-03-03_0,2020-03-03,0,466,79,27,160,2263,1263,1000,229,-1,-9,4,-7,-21,-8
2020-03-03_01,2020-03-03,01,5,0,0,0,56,16,40,3,1,21,5,-2,-20,-14
2020-03-03_02,2020-03-03,02,0,0,0,0,0,0,0,0,4,5,0,0,-1,0
2020-03-03_03,2020-03-03,03,266,55,17,139,1326,865,461,167,-1,16,9,-13,-35,-19
2020-03-03_05,2020-03-03,05,34,3,1,7,297,68,229,19,-2,-21,7,-11,-33,-13
2020-03-03_06,2020-03-03,06,4,0,0,0,13,1,12,0,-2,-11,6,-7,-24,-13
2020-03-03_07,2020-03-03,07,2,1,1,4,19,14,5,2,4,22,4,-1,-12,-12
2020-03-03_08,2020-03-03,08,85,18,7,4,398,211,187,24,-6,-20,7,-12,-31,-13
2020-03-03_09,2020-03-03,09,6,0,0,1,18,10,8,0,-3,-18,2,-7,-14,0
2020-03-03_10,2020-03-03,10,6,0,0,0,8,2,6,1,0,-17,2,-6,-8,2
2020-03-03_11,2020-03-03,11,26,2,1,0,59,40,19,13,-1,-1,3,-7,-13,-2
2020-03-03_12,2020-03-03,12,7,0,0,3,11,10,1,0,-1,-24,2,-7,-14,0
2020-03-03_13,2020-03-03,13,1,0,0,0,6,5,1,0,1,-3,1,-2,-10,1
2020-03-03_14,2020-03-03,14,3,0,0,0,3,3,0,0,-1,-4,1,2,-1,1
2020-03-03_15,2020-03-03,15,13,0,0,0,30,11,19,0,-1,-16,2,-7,-11,-2
2020-03-03_16,2020-03-03,16,2,0,0,0,6,2,4,0,0,-4,2,-4,-10,-1
2020-03-03_17,2020-03-03,17,1,0,0,0,1,0,1,0,0,-5,1,-4,-8,0
2020-03-03_18,2020-03-03,18,0,0,0,0,1,0,1,0,-3,-12,2,-5,-16,-4
2020-03-03_19,2020-03-03,19,0,0,0,2,5,2,3,0,-3,-7,2,-7,-12,0
2020-03-03_20,2020-03-03,20,1,0,0,0,1,1,0,0,2,-9,2,-4,-9,0
2020-03-03_21,2020-03-03,21,0,0,0,0,1,1,0,0,0,-15,1,-8,-6,0
2020-03-03_22,2020-03-03,22,4,0,0,0,4,1,3,0,0,-27,3,-10,-11,0
2020-03-04_01,2020-03-04,01,26,0,0,0,82,39,43,13,1,25,5,-4,-21,-13
2020-03-04_02,2020-03-04,02,0,0,0,0,0,0,0,0,4,7,1,3,-2,-1
2020-03-04_03,2020-03-04,03,300,73,18,250,1497,1086,411,209,-1,46,8,-14,-34,-19
2020-03-04_05,2020-03-04,05,53,6,3,9,345,99,246,23,-2,3,5,-8,-27,-12
2020-03-04_06,2020-03-04,06,5,0,0,0,18,3,15,0,0,-3,6,-7,-23,-13
2020-03-04_07,2020-03-04,07,2,1,0,4,21,13,8,3,2,20,4,-3,-11,-12
2020-03-04_08,2020-03-04,08,124,22,4,6,516,282,234,26,-4,-6,7,-13,-30,-13
2020-03-04_09,2020-03-04,09,19,0,0,1,37,17,20,2,1,0,1,-4,-11,0
2020-03-04_10,2020-03-04,10,1,0,0,0,9,2,7,1,4,-5,2,-6,-4,2
2020-03-04_11,2020-03-04,11,23,4,2,0,80,49,31,15,0,-16,7,-12,-22,-12
2020-03-04_12,2020-03-04,12,16,0,0,3,27,18,9,3,4,-8,1,-5,-11,1
2020-03-04_13,2020-03-04,13,1,0,0,0,7,7,0,0,5,-4,1,-2,-11,0
2020-03-04_14,2020-03-04,14,0,0,0,0,3,3,0,0,2,-15,1,1,-4,0
2020-03-04_15,2020-03-04,15,1,0,0,0,31,11,20,0,2,-9,1,-5,-9,-1
2020-03-04_16,2020-03-04,16,3,1,1,1,7,4,3,0,5,7,1,-3,-11,0
2020-03-04_17,2020-03-04,17,0,0,0,0,1,0,1,0,4,1,1,-2,-3,2
2020-03-04_18,2020-03-04,18,0,0,0,0,1,0,1,0,2,1,2,-5,-17,-2
2020-03-04_19,2020-03-04,19,11,0,0,2,16,5,11,0,-1,-17,2,-8,-13,-2
2020-03-04_20,2020-03-04,20,1,0,0,0,2,1,1,0,4,8,1,-1,-3,1
2020-03-04_21,2020-03-04,21,0,0,0,0,1,1,0,0,0,-6,0,-5,0,1
2020-03-04_22,2020-03-04,22,1,0,0,0,5,1,4,0,3,5,1,-3,-4,0
2020-03-04_0,2020-03-04,0,587,107,28,276,2706,1641,1065,295,1,8,4,-7,-19,-8
2020-03-05_01,2020-03-05,01,26,2,2,0,106,60,46,17,-3,-23,7,-14,-27,-15
2020-03-05_02,2020-03-05,02,2,0,0,0,2,0,2,0,-3,-31,9,-21,-18,-15
2020-03-05_03,2020-03-05,03,431,98,25,376,1777,1413,364,244,-6,-31,11,-22,-42,-21
2020-03-05_05,2020-03-05,05,47,10,4,17,380,116,264,24,-1,-15,6,-12,-32,-13
2020-03-05_06,2020-03-05,06,3,0,0,0,21,4,17,0,1,2,6,-9,-24,-13
2020-03-05_07,2020-03-05,07,2,3,2,4,21,14,7,3,-10,-36,8,-20,-26,-15
2020-03-05_08,2020-03-05,08,154,30,8,10,658,359,299,32,-5,-13,8,-16,-32,-14
2020-03-05_09,2020-03-05,09,23,0,0,1,60,29,31,3,-1,-27,7,-14,-26,-13
2020-03-05_10,2020-03-05,10,0,0,0,0,9,2,7,1,4,-5,6,-9,-14,-13
2020-03-05_11,2020-03-05,11,40,4,0,0,120,76,44,19,0,7,7,-11,-20,-13
2020-03-05_12,2020-03-05,12,14,0,0,3,41,27,14,7,6,-7,6,-10,-22,-15
2020-03-05_13,2020-03-05,13,1,0,0,0,8,8,0,0,7,13,5,-4,-16,-15
2020-03-05_14,2020-03-05,14,4,0,0,0,7,4,3,0,5,-4,5,-3,-16,-16
2020-03-05_15,2020-03-05,15,14,0,0,0,45,12,33,0,4,-1,5,-6,-17,-16
2020-03-05_16,2020-03-05,16,5,1,0,1,12,6,6,1,6,4,5,-5,-21,-16
2020-03-05_17,2020-03-05,17,0,0,0,0,1,0,1,0,6,14,4,-3,-16,-17
2020-03-05_18,2020-03-05,18,1,0,0,0,2,1,1,0,7,3,5,-7,-19,-19
2020-03-05_19,2020-03-05,19,0,0,0,2,16,5,11,0,4,2,5,-7,-19,-18
2020-03-05_20,2020-03-05,20,0,0,0,0,2,2,0,0,5,7,5,-4,-15,-15
2020-03-05_21,2020-03-05,21,0,0,0,0,1,1,0,0,3,-22,6,-13,-15,-14
2020-03-05_22,2020-03-05,22,2,0,0,0,7,2,5,0,2,-24,7,-12,-24,-13
2020-03-05_0,2020-03-05,0,769,148,41,414,3296,2141,1155,351,0,-12,7,-12,-28,-16
2020-03-06_01,2020-03-06,01,35,4,2,0,139,87,52,30,0,4,8,-13,-25,-15
2020-03-06_02,2020-03-06,02,5,0,0,0,7,0,7,0,9,5,6,-4,-9,-14
2020-03-06_03,2020-03-06,03,361,135,37,469,2008,1931,77,309,-2,1,11,-20,-40,-22
2020-03-06_05,2020-03-06,05,81,12,2,22,454,144,310,27,0,-9,7,-14,-33,-13
2020-03-06_06,2020-03-06,06,10,0,0,3,28,4,24,0,-1,-21,8,-15,-28,-14
2020-03-06_07,2020-03-06,07,4,3,0,5,24,17,7,5,5,41,5,-4,-15,-14
2020-03-06_08,2020-03-06,08,172,37,7,17,816,450,366,53,-1,-9,8,-17,-34,-15
2020-03-06_09,2020-03-06,09,18,0,0,1,78,40,38,5,1,-9,7,-13,-26,-14
2020-03-06_10,2020-03-06,10,7,0,0,0,16,4,12,2,2,-14,7,-15,-19,-13
2020-03-06_11,2020-03-06,11,35,4,0,0,155,93,62,20,-2,-8,8,-16,-25,-14
2020-03-06_12,2020-03-06,12,10,1,1,3,50,34,16,8,2,-15,8,-16,-26,-16
2020-03-06_13,2020-03-06,13,1,0,0,0,9,9,0,0,3,-3,6,-9,-22,-16
2020-03-06_14,2020-03-06,14,5,0,0,0,12,5,7,2,0,-20,7,-10,-21,-18
2020-03-06_15,2020-03-06,15,12,0,0,0,57,12,45,0,-1,-25,7,-14,-27,-18
2020-03-06_16,2020-03-06,16,3,1,0,1,15,6,9,1,2,-14,7,-13,-29,-17
2020-03-06_17,2020-03-06,17,2,0,0,0,3,1,2,0,4,-11,7,-13,-24,-19
2020-03-06_18,2020-03-06,18,2,0,0,0,4,2,2,0,-1,-13,7,-16,-28,-21
2020-03-06_19,2020-03-06,19,6,0,0,2,22,7,15,0,1,-3,6,-12,-24,-18
2020-03-06_20,2020-03-06,20,3,0,0,0,5,2,3,0,2,-10,6,-11,-20,-16
2020-03-06_21,2020-03-06,21,3,0,0,0,4,4,0,0,-1,-17,6,-13,-17,-14
2020-03-06_22,2020-03-06,22,3,0,0,0,10,4,6,0,0,-5,7,-10,-21,-13
2020-03-06_0,2020-03-06,0,778,197,49,523,3916,2856,1060,462,0,-8,8,-15,-29,-17
2020-03-07_0,2020-03-07,0,1247,233,36,589,5061,3218,1843,567,1,2,6,-19,-24,-15
2020-03-07_01,2020-03-07,01,64,5,1,0,202,148,54,38,2,26,5,-15,-17,-8
2020-03-07_02,2020-03-07,02,1,0,0,0,8,1,7,0,7,2,5,-6,-7,-6
2020-03-07_03,2020-03-07,03,808,154,19,524,2742,2020,722,359,-1,54,7,-25,-31,-19
2020-03-07_05,2020-03-07,05,55,13,1,25,505,164,341,41,2,8,5,-16,-27,-16
2020-03-07_06,2020-03-07,06,11,0,0,3,39,8,31,1,3,25,5,-13,-16,-13
2020-03-07_07,2020-03-07,07,19,4,1,5,42,32,10,6,3,32,3,-13,-10,-3
2020-03-07_08,2020-03-07,08,140,48,11,25,937,528,409,64,5,-8,8,-22,-31,-18
2020-03-07_09,2020-03-07,09,34,0,0,1,112,61,51,7,2,14,6,-18,-23,-14
2020-03-07_10,2020-03-07,10,8,0,0,0,24,4,20,2,6,-2,7,-19,-17,-14
2020-03-07_11,2020-03-07,11,48,6,2,0,201,130,71,36,3,-22,10,-22,-27,-18
2020-03-07_12,2020-03-07,12,22,1,0,3,72,51,21,8,4,-3,5,-18,-23,-8
2020-03-07_13,2020-03-07,13,2,0,0,0,11,11,0,0,6,-17,8,-18,-31,-17
2020-03-07_14,2020-03-07,14,2,0,0,0,14,5,9,2,0,-28,9,-22,-25,-18
2020-03-07_15,2020-03-07,15,4,0,0,0,61,16,45,0,4,-29,7,-22,-28,-14
2020-03-07_16,2020-03-07,16,9,2,1,1,23,11,12,2,4,-28,8,-22,-34,-18
